[1580,WrappedArray([122,0.0018435556], [23,0.0017703326], [4,0.0017175633], [124,0.0013589213], [94,0.0013219157], [26,0.0012026837], [415,0.0011418053], [74,0.0010258238], [39,0.0010158538], [2391,9.758544E-4])]
[31,WrappedArray([13,0.0057865786], [11,0.00554805], [1,0.0042351857], [60,0.004016506], [4,0.004001524], [55,0.0037856773], [39,0.003760701], [2,0.003575565], [32,0.003362645], [83,0.0033077067])]
[2711,WrappedArray([24,1.3839079E-5], [22,1.3187898E-5], [27,1.05529125E-5], [146,1.0317111E-5], [3,9.816165E-6], [73,9.533712E-6], [105,9.497457E-6], [38,9.071765E-6], [12,8.290535E-6], [69,8.191812E-6])]
[2821,WrappedArray([5,0.016936218], [0,0.014054654], [40,0.011656585], [8,0.008792102], [18,0.008590754], [139,0.007098968], [487,0.0061528534], [120,0.0059881005], [10,0.0059582954], [36,0.005751281])]
[3761,WrappedArray([11,0.01581629], [13,0.012429985], [39,0.011065936], [12,0.00957434], [2,0.009187252], [50,0.008495073], [38,0.008112887], [73,0.0077115204], [53,0.006853921], [46,0.0068022236])]
[4391,WrappedArray([11,2.331941E-7], [38,2.0101493E-7], [22,1.887478E-7], [1,1.7108717E-7], [13,1.6827508E-7], [106,1.6468468E-7], [71,1.4481506E-7], [550,1.3541414E-7], [105,1.3346553E-7], [146,1.2530934E-7])]
[5071,WrappedArray([31,0.012740565], [55,0.011821655], [73,0.011036851], [22,0.008216278], [25,0.008129476], [106,0.007127259], [7,0.0062819216], [69,0.0062675793], [526,0.006194507], [133,0.006094283])]
[1322,WrappedArray([9,0.0053316723], [80,0.0052564032], [10,0.0051276633], [30,0.004560891], [2,0.0043431474], [58,0.0043218625], [32,0.004195408], [120,0.0040242616], [60,0.0040217335], [84,0.003966002])]
[1352,WrappedArray([3,1.2992687E-5], [5,1.0402754E-5], [38,8.721688E-6], [15,8.072605E-6], [494,7.950556E-6], [24,7.739304E-6], [443,7.4269974E-6], [30,7.409735E-6], [101,7.3846263E-6], [64,7.2492476E-6])]
[2572,WrappedArray([2,0.014046963], [9,0.012694246], [60,0.010670011], [80,0.009855944], [84,0.009388858], [10,0.0073259105], [110,0.0072756475], [120,0.007248713], [135,0.007034744], [32,0.0070156935])]
[3352,WrappedArray([0,0.021933787], [119,0.016427362], [25,0.014978058], [31,0.014509889], [36,0.013594743], [18,0.013016844], [330,0.010847845], [52,0.010567523], [148,0.010538798], [65,0.009826914])]
[6482,WrappedArray([133,0.01404048], [12,0.012457163], [58,0.012376684], [8,0.012207885], [22,0.0111888945], [123,0.0105150025], [198,0.008056598], [393,0.0071128504], [30,0.0071056164], [135,0.0065700235])]
[1143,WrappedArray([15,0.011246219], [2,0.0109946085], [9,0.010519217], [84,0.0097781215], [139,0.008377699], [1,0.0072964784], [126,0.007113657], [60,0.0070930617], [170,0.006720416], [32,0.0065469644])]
[1303,WrappedArray([105,0.0019896054], [24,0.001821226], [56,0.0015803587], [15,0.0014360383], [46,0.0014168823], [119,0.0013577521], [27,0.0013129897], [1,0.0013061276], [38,0.0012687154], [52,0.0012405302])]
[2393,WrappedArray([26,0.00607187], [110,0.0041855075], [122,0.0041719405], [53,0.004049491], [23,0.0033800723], [94,0.0033064757], [124,0.0032743826], [474,0.0028814483], [141,0.002837966], [119,0.0025299084])]
[3213,WrappedArray([45,0.17464362], [12,0.15453015], [11,0.15445568], [39,0.14299051], [48,0.13576396], [50,0.115778856], [24,0.11448186], [13,0.108964704], [80,0.10634316], [4,0.0964016])]
[5173,WrappedArray([18,0.0021107343], [1,0.0019952871], [2,0.0019527444], [3,0.0017418914], [27,0.0016841119], [38,0.0013388132], [466,0.0012752998], [330,0.0012742399], [289,0.0012429958], [52,0.0012222352])]
[3704,WrappedArray([22,0.4288151], [146,0.22185932], [133,0.21314347], [168,0.20407559], [24,0.18700606], [71,0.17633884], [30,0.16598147], [42,0.14772141], [105,0.14461273], [12,0.1412767])]
[5984,WrappedArray([105,0.011939753], [46,0.009907545], [122,0.009821028], [23,0.008650723], [119,0.008177951], [4,0.0077274973], [124,0.00768836], [474,0.007624182], [52,0.0071027037], [107,0.0063095917])]
[516,WrappedArray([8,0.01747698], [110,0.016274795], [11,0.01566697], [5,0.011863968], [13,0.011518866], [40,0.011187617], [14,0.011023051], [60,0.0108007], [393,0.009814019], [68,0.00980395])]
[2776,WrappedArray([26,0.014669222], [9,0.012437], [141,0.0114839915], [94,0.010092444], [110,0.008734877], [23,0.007913635], [53,0.0074270293], [56,0.006447911], [474,0.006176226], [122,0.006007518])]
[2996,WrappedArray([2,0.011963336], [9,0.010748693], [38,0.010588152], [15,0.009872175], [30,0.009521843], [60,0.009458078], [10,0.008735949], [170,0.008126316], [443,0.0076473416], [494,0.0073050796])]
[6266,WrappedArray([30,1.7782274E-7], [12,1.675834E-7], [9,1.5362095E-7], [26,1.5201672E-7], [45,1.4136647E-7], [494,1.4130279E-7], [32,1.1516204E-7], [50,1.1506606E-7], [80,1.14452725E-7], [560,1.1374064E-7])]
[5117,WrappedArray([3,0.2003037], [24,0.124536335], [48,0.10411761], [64,0.079697795], [605,0.07135902], [168,0.07064791], [18,0.06933362], [101,0.06383058], [635,0.061747298], [587,0.060964767])]
[1618,WrappedArray([4,0.11390902], [122,0.109693825], [23,0.10516619], [146,0.08884813], [516,0.08543314], [26,0.08498077], [124,0.082293615], [94,0.08219847], [5,0.08219011], [30,0.08024028])]
[3488,WrappedArray([0,0.014569596], [23,0.01378865], [58,0.011513673], [26,0.009564033], [141,0.008018052], [150,0.007828386], [44,0.0075414227], [135,0.0072007217], [65,0.0069974433], [532,0.0069769197])]
[1339,WrappedArray([1,0.014305459], [39,0.012821945], [13,0.009865964], [11,0.009110537], [12,0.008965582], [45,0.008582987], [50,0.008359269], [24,0.007927155], [83,0.0076737003], [48,0.007275092])]
[1699,WrappedArray([12,0.010868514], [27,0.010285738], [18,0.009835981], [24,0.008265204], [9,0.00788359], [3,0.0075577693], [470,0.0064958613], [73,0.006352119], [22,0.0063240137], [145,0.006239687])]
[4489,WrappedArray([60,0.010394806], [10,0.010316403], [2,0.00960344], [114,0.008477833], [120,0.007479925], [38,0.0067212577], [170,0.0066383407], [604,0.0062027154], [11,0.006134054], [110,0.0056309667])]
[6559,WrappedArray([133,2.164023E-4], [123,2.1075433E-4], [22,1.6236959E-4], [73,1.5659674E-4], [47,1.5201772E-4], [58,1.4498137E-4], [7,1.4423349E-4], [65,1.3717532E-4], [150,1.3567517E-4], [25,1.3465899E-4])]
[580,WrappedArray([0,0.020195162], [4,0.010909229], [119,0.010485465], [23,0.00947228], [58,0.009055257], [135,0.008658334], [141,0.0061921165], [68,0.0061141923], [150,0.006084922], [46,0.006026492])]
[251,WrappedArray([40,0.0022463733], [5,0.002166182], [38,0.0015962017], [170,0.0013988743], [174,0.0013623884], [135,0.0013442454], [8,0.0012193222], [2,0.0010813999], [68,0.0010723296], [119,0.0010167526])]
[451,WrappedArray([7,0.09586404], [48,0.08248518], [125,0.0822119], [3,0.06261049], [1,0.062227122], [10,0.05862745], [44,0.05500923], [29,0.053273346], [139,0.050983924], [257,0.048126854])]
[2721,WrappedArray([7,2.4155312E-7], [10,1.7462852E-7], [4,1.5727817E-7], [5,1.4599505E-7], [0,1.393978E-7], [60,1.2091834E-7], [38,1.0868314E-7], [395,1.011506E-7], [289,1.007471E-7], [32,9.9151336E-8])]
[6361,WrappedArray([0,0.025167797], [150,0.012217404], [119,0.008530743], [83,0.007591615], [180,0.0072919684], [1,0.0068469364], [4,0.0068358527], [92,0.0065106195], [65,0.0061973073], [2,0.0061110696])]
[4042,WrappedArray([146,2.2328504E-4], [105,2.194538E-4], [122,2.015035E-4], [22,1.6224752E-4], [124,1.489193E-4], [31,1.4784979E-4], [117,1.4399897E-4], [119,1.4025549E-4], [13,1.3717155E-4], [493,1.3055658E-4])]
[5482,WrappedArray([55,0.0093007], [71,0.008816577], [10,0.008031809], [18,0.007428229], [22,0.0072149527], [31,0.007066138], [5,0.0063919974], [636,0.0060987975], [550,0.006039563], [25,0.005598132])]
[2443,WrappedArray([1,0.019098213], [11,0.011457592], [13,0.010962797], [5,0.008476057], [117,0.008319813], [94,0.0069213305], [591,0.006419073], [83,0.006134057], [391,0.005110766], [643,0.0046589733])]
[1884,WrappedArray([2,1.211821E-5], [18,1.1503453E-5], [60,1.1078067E-5], [139,1.0237051E-5], [170,1.0229397E-5], [5,7.647309E-6], [10,7.4465547E-6], [6,7.350132E-6], [3,7.259184E-6], [40,7.2042258E-6])]
[4684,WrappedArray([2,0.11010693], [48,0.07607736], [150,0.06687846], [18,0.064590134], [3,0.06437227], [125,0.059529856], [27,0.048040442], [561,0.04764015], [139,0.046764612], [6,0.046044327])]
[5074,WrappedArray([11,0.0155672515], [8,0.009872625], [22,0.00910694], [13,0.00875627], [117,0.008390255], [146,0.0069861086], [12,0.0068184608], [393,0.006683207], [198,0.0065644686], [391,0.0063641365])]
[85,WrappedArray([9,0.10788973], [2,0.09283444], [60,0.08693833], [80,0.06636452], [101,0.06557431], [53,0.05997418], [344,0.05413045], [561,0.053848248], [604,0.052089114], [113,0.052010342])]
[1975,WrappedArray([11,0.0023603071], [48,0.001991315], [13,0.0018753781], [1,0.0018501403], [39,0.0015603257], [45,0.0013349556], [2,0.0013119268], [60,0.0012779197], [83,0.001206788], [24,0.0011959535])]
[2025,WrappedArray([0,0.013670172], [14,0.0102263205], [4,0.009232196], [7,0.008965931], [135,0.008567567], [68,0.0079753855], [119,0.007675324], [5,0.0073968684], [94,0.0069038207], [493,0.006388811])]
[5155,WrappedArray([12,0.002422219], [11,0.0019731612], [133,0.0018568623], [50,0.0016427076], [1,0.0014924982], [13,0.0014732002], [39,0.0014627214], [45,0.0014003194], [22,0.0013917376], [8,0.0013035093])]
[3796,WrappedArray([4,0.0019592666], [30,0.00165282], [9,0.0016176363], [22,0.00152521], [133,0.001482773], [12,0.0013957456], [122,0.0013314541], [135,0.0013087929], [492,0.0011411126], [71,0.001107725])]
[3876,WrappedArray([7,0.0024225605], [1,0.001856829], [117,0.0014140995], [36,0.0013710876], [23,0.0013088776], [493,0.0011476573], [474,0.0010798188], [52,0.0010724172], [141,0.0010619996], [532,0.0010411171])]
[3986,WrappedArray([1,0.48286128], [83,0.29654533], [0,0.25639054], [13,0.17587495], [7,0.17158297], [150,0.14296468], [591,0.1423659], [157,0.13804303], [11,0.13766159], [39,0.11355797])]
[4186,WrappedArray([60,3.007362E-7], [604,1.7768039E-7], [0,1.5985047E-7], [110,1.55186E-7], [170,1.5039822E-7], [26,1.3931782E-7], [58,1.1050048E-7], [120,1.0937356E-7], [94,1.0708523E-7], [5,1.0284965E-7])]
[137,WrappedArray([4,0.012090616], [8,0.011533784], [58,0.010119731], [135,0.008539382], [0,0.007920919], [23,0.0077893483], [94,0.0075181397], [393,0.007439868], [13,0.0073450403], [14,0.007156893])]
[4937,WrappedArray([2,0.014283606], [46,0.010064362], [39,0.008623156], [73,0.0084998235], [145,0.007618604], [105,0.0075953063], [180,0.0071112905], [561,0.006911415], [125,0.0068264827], [27,0.006762912])]
[808,WrappedArray([110,0.011030467], [9,0.010028945], [26,0.0088021], [12,0.008763444], [53,0.007994483], [94,0.007173721], [560,0.0071271746], [135,0.0070710173], [50,0.00687644], [39,0.0064449823])]
[2488,WrappedArray([133,0.014318679], [22,0.0140316365], [123,0.010810495], [58,0.010224094], [12,0.010161312], [30,0.0082844915], [88,0.0075961547], [71,0.007444021], [8,0.007296798], [103,0.0069502825])]
[2748,WrappedArray([10,0.43056348], [7,0.29110566], [139,0.16722944], [114,0.16611803], [120,0.1410155], [173,0.13121802], [5,0.12758762], [334,0.1261393], [116,0.12310539], [387,0.122232564])]
[4078,WrappedArray([4,2.7023972E-7], [0,2.0154363E-7], [7,1.942619E-7], [22,1.7993766E-7], [23,1.6955795E-7], [146,1.6799382E-7], [24,1.3709123E-7], [117,1.3399473E-7], [493,1.21498E-7], [8,1.10933414E-7])]
[5308,WrappedArray([5,0.002047191], [3,0.0012402188], [11,0.0010612888], [48,9.950715E-4], [64,9.4174454E-4], [8,9.0384635E-4], [24,8.3228014E-4], [173,8.217101E-4], [146,7.9202943E-4], [18,6.7651167E-4])]
[2259,WrappedArray([71,0.103169054], [9,0.09087787], [2,0.087844655], [126,0.08536398], [15,0.08430826], [38,0.08259472], [84,0.07169952], [42,0.06514025], [30,0.061651062], [27,0.057754267])]
[4000,WrappedArray([22,0.029695578], [105,0.029000036], [31,0.023634717], [71,0.016861763], [133,0.015870288], [73,0.0156883], [146,0.015259948], [38,0.014610737], [145,0.0139144175], [122,0.013881047])]
[3561,WrappedArray([11,0.028694414], [13,0.02109771], [55,0.018067887], [8,0.015878718], [32,0.015405451], [68,0.013383201], [58,0.01327301], [393,0.0124124475], [14,0.012324011], [123,0.010960339])]
[6301,WrappedArray([8,0.014999285], [5,0.01131419], [3,0.010266157], [22,0.0100162495], [0,0.00953689], [30,0.009228263], [168,0.00867608], [393,0.0084001385], [42,0.008362914], [24,0.008320968])]
[2622,WrappedArray([122,0.008106117], [12,0.0076471474], [46,0.0074540647], [53,0.0072322693], [145,0.006566423], [38,0.006163283], [146,0.005774678], [39,0.0054630963], [415,0.005444315], [110,0.0053890343])]
[5682,WrappedArray([4,0.002505265], [23,0.0018964236], [7,0.0018915847], [122,0.0015541866], [135,0.0013767697], [10,0.0012274621], [0,0.0012122429], [94,0.0011072587], [30,0.0010374043], [415,0.0010290947])]
[883,WrappedArray([23,0.34003937], [4,0.28950912], [122,0.17959625], [135,0.15610859], [26,0.14351575], [58,0.13207231], [94,0.129298], [415,0.11986195], [7,0.11963285], [474,0.11882968])]
[2833,WrappedArray([9,0.012895982], [60,0.01100091], [135,0.010378285], [110,0.010151685], [26,0.008623811], [94,0.008274372], [560,0.00782533], [58,0.0074825995], [4,0.0072928816], [80,0.007133118])]
[3913,WrappedArray([8,0.014387098], [7,0.012056077], [1,0.011642431], [22,0.010386681], [168,0.008914693], [393,0.0081090685], [30,0.007866234], [15,0.0072510904], [117,0.0069572376], [42,0.006951729])]
[4383,WrappedArray([2,0.23678729], [60,0.14875717], [289,0.12575364], [38,0.117806405], [0,0.116200864], [40,0.11034542], [5,0.10592517], [604,0.09298288], [395,0.09123952], [55,0.08457446])]
[5513,WrappedArray([11,0.011704355], [10,0.008736808], [5,0.008059359], [55,0.0069012297], [146,0.006566906], [31,0.0063567786], [550,0.006315625], [173,0.006255462], [117,0.005493421], [636,0.0052152406])]
